12,finalTime42-001,2,1,3,1
13,0,0.8934659,0.449131,0,-56.75794,-0.449131,0.8934659,0,771.8939,0,0,1,241.389
17,0,0.9766796,0.2147019,0,174.1163,-0.2147019,0.9766796,0,1842.29,0,0,1,262.999
18,0,0.7894021,-0.6138765,0,601.2596,0.6138765,0.7894021,0,970.6682,0,0,1,287.792
19,0,0.9795312,0.2012923,0,171.9611,-0.2012923,0.9795312,0,1870.95,0,0,1,564.6641
20,0,0.3445238,0.9387776,0,1097.96,-0.9387776,0.3445238,0,2040.712,0,0,1,246.3091
16,0,0.8982309,0.439524,0,-50.56548,-0.439524,0.8982309,0,795.8749,0,0,1,499.363
22,0,0.8006101,-0.5991856,0,599.756,0.5991856,0.8006101,0,991.033,0,0,1,400.322
23,0,0.3648098,0.9310821,0,-671.5174,-0.9310821,0.3648098,0,712.0052,0,0,1,364.083
24,0,0.5255986,0.8507327,0,-91.1181,-0.8507327,0.5255986,0,1139.441,0,0,1,213.97
25,0,0.5215194,0.8532394,0,-104.6255,-0.8532394,0.5215194,0,1123.384,0,0,1,94.3859
14,0,0.999939,-0.01104982,0,1118.389,0.01104982,0.999939,0,2063.342,0,0,1,506.31
15,0,0.695496,0.7185299,0,-648.8777,-0.7185299,0.695496,0,675.0441,0,0,1,239.853
