16,finalTime31-001,2,3,2,2
13,0,0.8873941,0.4610117,0,1005.866,-0.4610117,0.8873941,0,1358.542,0,0,1,515.356
16,0,0.5189061,0.8548312,0,171.8177,-0.8548312,0.5189061,0,1893.142,0,0,1,507.704
18,0,0.4983106,0.8669986,0,-237.22,-0.8669986,0.4983106,0,1381.237,0,0,1,269.9
19,0,0.8965589,0.4429246,0,1056.34,-0.4429246,0.8965589,0,1349.401,0,0,1,265.412
20,0,0.5076301,0.8615751,0,195.5947,-0.8615751,0.5076301,0,1880.031,0,0,1,253.728
16,0,0.854831,-0.5189064,0,171.8177,0.5189064,0.854831,0,1893.142,0,0,1,507.704
5,0,0.772973,-0.6344389,0,-433.1534,0.6344389,0.772973,0,266.8454,0,0,1,123.302
6,0,0.4555227,0.8902242,0,1356.052,-0.8902242,0.4555227,0,449.4395,0,0,1,108.127
7,0,0.9630833,-0.2692037,0,-686.9178,0.2692037,0.9630833,0,1588.705,0,0,1,84.135
8,0,0.9881673,0.1533796,0,-237.2587,-0.1533796,0.9881673,0,1379.799,0,0,1,392.994
1,0,0.1516904,0.9884281,0,-84.07246,-0.9884281,0.1516904,0,228.1908,0,0,1,121.811
2,0,0.8767744,-0.4809019,0,1352.055,0.4809019,0.8767744,0,459.2311,0,0,1,228.939
3,0,0.7740098,0.6331736,0,532.4656,-0.6331736,0.7740098,0,406.5168,0,0,1,415.89
4,0,0.9035218,-0.4285421,0,-882.28,0.4285421,0.9035218,0,508.2225,0,0,1,114.559
15,0,0.5883358,-0.8086167,0,1188.609,0.8086167,0.5883358,0,2004.63,0,0,1,199.443
14,0,0.7697816,-0.6383073,0,-597.2822,0.6383073,0.7697816,0,753.2495,0,0,1,242.75
