18,finalTime9-001,2,3,2,1
13,0,0.770349,-0.6376225,0,810.9858,0.6376225,0.770349,0,1387.059,0,0,1,512.462
17,0,0.8237661,0.5669298,0,392.8345,-0.5669298,0.8237661,0,315.8487,0,0,1,300.606
18,0,0.3704355,0.9288582,0,-362.7754,-0.9288582,0.3704355,0,1128.05,0,0,1,279.136
19,0,0.7757726,-0.6310126,0,824.1252,0.6310126,0.7757726,0,1416.832,0,0,1,270.639
20,0,0.5138239,0.8578957,0,175.9313,-0.8578957,0.5138239,0,1668.249,0,0,1,261.205
10,0,0.8916019,-0.45282,0,-650.7885,0.45282,0.8916019,0,1706.058,0,0,1,109.034
9,0,0.7915662,-0.6110834,0,391.3657,0.6110834,0.7915662,0,1140.168,0,0,1,128.714
16,0,0.4751814,0.8798878,0,173.1464,-0.8798878,0.4751814,0,1666.161,0,0,1,515.98
5,0,0.7179477,-0.6960971,0,-486.8146,0.6960971,0.7179477,0,295.1689,0,0,1,122.461
6,0,0.8847765,0.4660156,0,1279.274,-0.4660156,0.8847765,0,458.2328,0,0,1,106.932
7,0,0.884023,-0.4674435,0,-658.4616,0.4674435,0.884023,0,1733.56,0,0,1,240.841
8,0,0.2034793,-0.9790792,0,-403.6808,0.9790792,0.2034793,0,1107.911,0,0,1,403.15
1,0,0.3246925,0.9458196,0,-109.6391,-0.9458196,0.3246925,0,-25.96175,0,0,1,128.19
2,0,0.8507817,0.5255193,0,1289.869,-0.5255193,0.8507817,0,462.3847,0,0,1,233.834
3,0,0.9001247,-0.4356323,0,385.5432,0.4356323,0.9001247,0,340.8429,0,0,1,424.802
4,0,0.7409962,-0.6715091,0,-1046.248,0.6715091,0.7409962,0,412.1381,0,0,1,117.795
14,0,0.1952841,-0.9807467,0,-708.0823,0.9807467,0.1952841,0,651.1489,0,0,1,240.618
15,0,0.7715025,-0.6362263,0,1231.073,0.6362263,0.7715025,0,1916.777,0,0,1,203.1461
