18,finalTime9-001,2,3,2,1
13,0,0.005558372,0.9999845,0,-355.3243,-0.9999845,0.005558372,0,-2061.587,0,0,1,451.263
17,0,0.02625966,0.9996552,0,-297.0652,-0.9996552,0.02625966,0,-1709.189,0,0,1,485.479
18,0,0.3694296,0.9292587,0,-362.9437,-0.9292587,0.3694296,0,1128.405,0,0,1,278.839
19,0,0.775147,-0.631781,0,823.153,0.631781,0.775147,0,1417.671,0,0,1,270.204
20,0,0.5121564,0.8588923,0,176.2235,-0.8588923,0.5121564,0,1667.868,0,0,1,261.444
10,0,0.8931533,-0.4497524,0,-650.598,0.4497524,0.8931533,0,1706.44,0,0,1,111.13
9,0,0.7894253,-0.6138467,0,390.7067,0.6138467,0.7894253,0,1140.193,0,0,1,128.727
16,0,0.4742262,0.8804031,0,173.1485,-0.8804031,0.4742262,0,1666.452,0,0,1,516.038
5,0,0.7204669,-0.6934894,0,-486.6157,0.6934894,0.7204669,0,295.871,0,0,1,122.246
6,0,0.8849474,0.465691,0,1279.321,-0.465691,0.8849474,0,458.1972,0,0,1,106.89
7,0,0.8834684,-0.4684906,0,-658.858,0.4684906,0.8834684,0,1733.663,0,0,1,241.271
8,0,0.5549281,0.8318983,0,-738.8736,-0.8318983,0.5549281,0,1389.517,0,0,1,145.572
1,0,0.3228547,0.9464486,0,-109.5272,-0.9464486,0.3228547,0,-25.91421,0,0,1,128.135
2,0,0.8517893,0.5238845,0,1289.778,-0.5238845,0.8517893,0,462.3422,0,0,1,234.081
3,0,0.6920142,-0.7218839,0,97.30281,0.7218839,0.6920142,0,430.3853,0,0,1,113.613
4,0,0.739938,-0.6726751,0,-945.5236,0.6726751,0.739938,0,300.5248,0,0,1,118.181
14,0,0.196382,-0.9805275,0,-708.3638,0.9805275,0.196382,0,651.4448,0,0,1,240.674
15,0,0.7689629,-0.6392934,0,1231.319,0.6392934,0.7689629,0,1915.864,0,0,1,203.839
