10,finalTime1-002,2,2,3,2
13,0,0.6454658,-0.7637892,0,832.2106,0.7637892,0.6454658,0,2030.526,0,0,1,510.887
17,0,0.9487771,-0.3159463,0,-326.7892,0.3159463,0.9487771,0,1895.321,0,0,1,266.313
16,0,0.07079405,-0.9974909,0,-82.85559,0.9974909,0.07079405,0,899.2479,0,0,1,538.806
18,0,0.6923367,-0.7215746,0,-962.7336,0.7215746,0.6923367,0,1554.602,0,0,1,280.687
19,0,0.04648298,-0.9989191,0,-51.12703,0.9989191,0.04648298,0,896.8861,0,0,1,284.391
20,0,0.6267091,-0.7792533,0,804.9868,0.7792533,0.6267091,0,2046.04,0,0,1,254.32
22,0,0.2743072,-0.9616421,0,309.7579,0.9616421,0.2743072,0,1359.558,0,0,1,203.559
23,0,0.2396153,-0.970868,0,299.2088,0.970868,0.2396153,0,1371.628,0,0,1,79.8113
14,0,0.6699043,-0.7424474,0,-961.0089,0.7424474,0.6699043,0,1521.778,0,0,1,528.176
15,0,0.9484004,-0.3170753,0,-305.6111,0.3170753,0.9484004,0,1889.432,0,0,1,520.23
